,song_name,song_time,num_word,ave_genTime_per_word
0,60_673cd223aa2c317002ac4c975a9c67df,70.56650042533875,3940,0.01676041873421256
1,60_c0793ed178d945ddd18bfb7cc7b190b8,35.46065306663513,2001,0.016596261803452316
